,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Vaina Loca",Ozuna,233487,https://open.spotify.com/track/1s2B5cndbqK8rPJEIcKJRQ
2,Hipócrita,"Anuel Aa",197513,https://open.spotify.com/track/6XBjCetHKdO5L9cwMDVffw
3,"No Es Justo","J Balvin",193581,https://open.spotify.com/track/5qFeMRz4TvetPmzjre9Dq7
4,"Te Boté - Remix","Nio Garcia",166808,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
5,"Sin Pijama","Becky G",152483,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
6,"La Player (Bandolera)","Zion & Lennox",139287,https://open.spotify.com/track/0VKkyBKCXyR99navhVRqcP
7,Asesina,Brytiago,131258,https://open.spotify.com/track/6rbhaJsE4uLzpPf8WYSHDK
8,"Quiere Beber","Anuel Aa",123822,https://open.spotify.com/track/3rPAD722s5FFNnwjC91t7Z
9,"Por Perro","Sebastian Yatra",119388,https://open.spotify.com/track/2alIsNw1mqEShbWyO1HXZZ
10,"Estamos Bien","Bad Bunny",117955,https://open.spotify.com/track/7glCSQqV5o6NU88Cn4zPZn
11,"No Me Acuerdo",Thalía,112106,https://open.spotify.com/track/00EPIEnX1JFjff8sC6bccd
12,"Cuando Te Besé","Becky G",109800,https://open.spotify.com/track/2XXMDz7SPZ4mSFN1PXfHUy
13,Unica,Ozuna,106048,https://open.spotify.com/track/6752EZMgXswvRBH3N2PilO
14,"Toda - Remix","Alex Rose",101105,https://open.spotify.com/track/7nD2JPaxIKUdxd2UWgnaGL
15,"Duro y Suave","Leslie Grace",100722,https://open.spotify.com/track/31M5m42C3EGlbydf9XB5to
16,"Me Niego",Reik,97046,https://open.spotify.com/track/6jA8JUuPCGYjFcgw0AoM5T
17,"Madura (feat. Bad Bunny)",Cosculluela,95777,https://open.spotify.com/track/0r9d60ZYPAlFHq8qnUtkXN
18,"Chica Paranormal","Paulo Londra",90456,https://open.spotify.com/track/2r77vqSZkOktTSgmAOoHsV
19,"X - Remix","Nicky Jam",88536,https://open.spotify.com/track/6JjPBQfI2Y8nIjnm65X6Pw
20,"Dura - Remix","Daddy Yankee",87393,https://open.spotify.com/track/6U2NuJILEOEpW2tVCuqKHb
21,"In My Feelings",Drake,84834,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
22,"No Quiero Amarte (feat. Zion & Lennox)","Justin Quiles",83947,https://open.spotify.com/track/5bITfqKGaPakO1l99hOMsI
23,Clandestino,Shakira,82628,https://open.spotify.com/track/7DrluKkTviBwCc8AV3VGmf
24,Brindemos,"Anuel Aa",79522,https://open.spotify.com/track/7LeQ55Z5jPBB0ggYJtAiYO
25,"I Like It","Cardi B",76890,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
26,"Zum Zum","Daddy Yankee",75463,https://open.spotify.com/track/7lEhOiFtcLXY4P7cuTKuQ8
27,"Pensando en Ti","Anuel Aa",71312,https://open.spotify.com/track/3aY5VP7fEtVHfEc1o8eRNK
28,"Te Amo","Piso 21",71077,https://open.spotify.com/track/2RVrdr062uLFxXwIxwdXPH
29,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","Sofia Reyes",70497,https://open.spotify.com/track/4QtiVmuA88tPQiCOHZuQ5b
30,Casualidad,Nacho,68825,https://open.spotify.com/track/08rwXPBZ2DHOwnL7xaz044
31,"Mi Cama - Remix","Karol G",64408,https://open.spotify.com/track/38QmUDpkoYlNbMKvpvAsrE
32,"Nena Maldicion (feat. Lenny Tavarez)","Paulo Londra",64290,https://open.spotify.com/track/3TnhQSRwT3AVMdXw5JPq0x
33,"Síguelo Bailando",Ozuna,61556,https://open.spotify.com/track/5Y9fnynLlIvqtM710MHzfz
34,Dembow,"Danny Ocean",60984,https://open.spotify.com/track/2EzRdhuoPyNJDlep7lnNf2
35,"Déjala Que Vuelva (feat. Manuel Turizo)","Piso 21",60337,https://open.spotify.com/track/1j6xOGusnyXq3l6IryKF3G
36,"El Clavo - Remix","Prince Royce",57132,https://open.spotify.com/track/6bI00brFpeprqCDqKouEJS
37,Calypso,"Luis Fonsi",56794,https://open.spotify.com/track/4178A5NkEjcsGc64jpBO6d
38,"Mi Cama","Karol G",56668,https://open.spotify.com/track/7sFYVcKSb24qg0dAkqLEFj
39,Triste,"Bryant Myers",55936,https://open.spotify.com/track/5MNS5FF4LrTX0jIaI0gory
40,Bipolar,"Chris Jeday",55763,https://open.spotify.com/track/4WzsycqZkpkS48H9AAAGux
41,"Loca Remix",Khea,55630,https://open.spotify.com/track/2CRbiMK0W14l71SpDKqKZM
42,X,"Nicky Jam",55294,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
43,"El Gil de Tu Ex",Santaferia,54222,https://open.spotify.com/track/3cUE3p7E39CzGjQoEsg7sM
44,"Bella - Remix",Wolfine,53712,https://open.spotify.com/track/0SaYeGhSXN0dDWstyNTQ56
45,"One Kiss (with Dua Lipa)","Calvin Harris",50280,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
46,"El Préstamo",Maluma,50010,https://open.spotify.com/track/2XVilv6s9GETnw9PG4T9Mz
47,Solita,Ozuna,49910,https://open.spotify.com/track/7rwX0O3RlxqqIjQM8evm5E
48,Ambiente,"J Balvin",49468,https://open.spotify.com/track/6VrBWh90BiwWmwKtvwWFcq
49,"Girls Like You (feat. Cardi B)","Maroon 5",43353,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
50,"No Es Real",Cami,43031,https://open.spotify.com/track/1MinRPeRKZONS8Zoo9jjEg
51,Bandolera,"Anuel Aa",40367,https://open.spotify.com/track/3WapscF576b4Gw6tED2kWL
52,Criminal,"Natti Natasha",39669,https://open.spotify.com/track/6Za3190Sbw39BBC77WSS1C
53,"Hacerlo de Día","Moral Distraida",38828,https://open.spotify.com/track/0nApFXPoSanA4n7j563Ind
54,"El Farsante - Remix",Ozuna,38143,https://open.spotify.com/track/7uYgVgRSgqluZclLS7wpp4
55,"Mala Mía",Maluma,36979,https://open.spotify.com/track/62o8KoI44JfN7aYxgTnPvh
56,SAD!,XXXTENTACION,35052,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
57,"No Brainer","DJ Khaled",33457,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
58,"No Hay Nadie Más","Sebastian Yatra",33195,https://open.spotify.com/track/3IPJg1sdqLj12kFIndaonN
59,"Se Preparó",Ozuna,32464,https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt
60,Bella,Wolfine,32242,https://open.spotify.com/track/3xcCix7Jv1Rp90YVmgo35D
61,Dimelo,"Paulo Londra",31968,https://open.spotify.com/track/3uwehoqKSQLa5lFFvIX6M3
62,"A Partir De Hoy","David Bisbal",31673,https://open.spotify.com/track/7ojH6H4wE6XJNgzU4uvNc8
63,"Ella Fuma","Plan B",31443,https://open.spotify.com/track/4IYxcqhcFFJ025qfWJeulF
64,"Me Rehúso","Danny Ocean",31297,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
65,Medicina,Anitta,30727,https://open.spotify.com/track/4R5xvs5X0phd0EYWyGigju
66,Peligrosa,"J Balvin",30052,https://open.spotify.com/track/3Nkqp3NSGWMXVVO08zGpN7
67,"Ponle Música","Bryant Myers",29985,https://open.spotify.com/track/5OjMzj9AamnqOVoGph315H
68,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]","Anuel Aa",29259,https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65
69,"Escápate Conmigo (feat. Ozuna)",Wisin,29227,https://open.spotify.com/track/1KSqYYJFyfTecXFk9M0prc
70,Sensualidad,"Bad Bunny",28607,https://open.spotify.com/track/5hcisvFMidkMJlElTO9Qmw
71,"Algún Día Volveras",Santaferia,28247,https://open.spotify.com/track/27uAea0qcUz3a7jKnAT7KG
72,"Quiero Repetir",Ozuna,28142,https://open.spotify.com/track/0MIcPSq9n2z5H8TAfEstri
73,"Confia Remix",Juhn,27536,https://open.spotify.com/track/1Pa6vEvBMLyHcgNxU8yk23
74,"Shape of You","Ed Sheeran",27450,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
75,Culpables,"Manuel Turizo",27439,https://open.spotify.com/track/3RD0PGolM0mETGHaprwgMn
76,"Hablar de Ti",Gepe,27279,https://open.spotify.com/track/1vV2FBKYvu6sJDqzSCNgbI
77,"Ya No Tiene Novio","Sebastian Yatra",26805,https://open.spotify.com/track/7uQmJ1jgNzBpATSoWKSPFu
78,Corazón,Maluma,26659,https://open.spotify.com/track/5cepAtqnEQ6yVG6088zMMu
79,"Échame La Culpa","Luis Fonsi",26641,https://open.spotify.com/track/2hl6q70unbviGo3g1R7uFx
80,Naturaleza,"Anuel Aa",26280,https://open.spotify.com/track/1icm3g1X4j3tFk4z2PrauY
81,"Na' Nuevo","Anuel Aa",26028,https://open.spotify.com/track/02LKuab9xcpE1dGc5Gd8iM
82,"Otra Vez (feat. J Balvin)","Zion & Lennox",25939,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq
83,"Modo de Avión","Anuel Aa",25773,https://open.spotify.com/track/6BCEo2rSKFYVubwhXl9KxK
84,"Que Va","Alex Sensation",25671,https://open.spotify.com/track/6J1R5wtPXiHiwiPstOSI56
85,"Haciendo Nada",Santaferia,25540,https://open.spotify.com/track/0dlFCeKHsPhnLKPbqoOwwH
86,"New Rules","Dua Lipa",25267,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
87,Dura,"Daddy Yankee",25026,https://open.spotify.com/track/6KuqAtoeVzxAYOaMveLNpH
88,"Báilame - Remix",Nacho,24970,https://open.spotify.com/track/4l3xGFwoTinvYxsePytOOf
89,"3 A.M.","Jesse & Joy",24814,https://open.spotify.com/track/0yyZN5ASdrYu0XYWFzfxUu
90,"Tú Y Yo (feat. Nicky Jam & Justin Quiles)",Valentino,24707,https://open.spotify.com/track/58smOywZbVu8AjWutppiQA
91,"Bella y Sensual","Romeo Santos",24593,https://open.spotify.com/track/0ERbK7qVqveCaBWIiYCrl3
92,"Jocelyn Flores",XXXTENTACION,24442,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
93,Esperándote,"Manuel Turizo",24170,https://open.spotify.com/track/1nfyE13arjOuO54HH0zmqj
94,"Reggaeton Ton","Alexis y Fido",23858,https://open.spotify.com/track/7CLxRXy3olj2KngFWAEIcg
95,"Suena El Dembow","Joey Montana",23703,https://open.spotify.com/track/0woHVOh3KXLSDv8VU9XwZ4
96,Original,Arcangel,23659,https://open.spotify.com/track/1LBlcCtOrKITXpEp1hnNpj
97,Satisfacción,"Nicky Jam",23549,https://open.spotify.com/track/21WvAGxPUNJARcZoSqswd7
98,"Epa Wei","Danny Ocean",23493,https://open.spotify.com/track/2QmsKag0YaqhAbpR9Nwmpn
99,IDGAF,"Dua Lipa",23346,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
100,Yeezy,"Anuel Aa",23243,https://open.spotify.com/track/4CzA04WEvvXF6ItpzVTP4b
101,"Robarte un Beso","Carlos Vives",23219,https://open.spotify.com/track/0JcNysfWVWaMS7R6vzGB2k
102,"Tú No Lo Amas","Anuel Aa",22870,https://open.spotify.com/track/5Wr2fVAVxcEfFwvJhIInH7
103,Espina,"Anuel Aa",22840,https://open.spotify.com/track/5V83X8DPJ1CxO13xltF8cg
104,Amorfoda,"Bad Bunny",22763,https://open.spotify.com/track/3ITvHA9zhZZdBJsOsAUegF
105,Mayores,"Becky G",21734,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau
106,"Azukita (Steve Aoki, Daddy Yankee, Play-N-Skillz & Elvis Crespo)","Steve Aoki",21646,https://open.spotify.com/track/5e45GhSF18JYoLpaq2F48h
107,"Querida Rosa",Cami,21617,https://open.spotify.com/track/6wBrZZ1LyiBxytLnpgnlhf
108,"Quisiera Alejarme (feat. Ozuna & CNCO) - Remix",Wisin,21465,https://open.spotify.com/track/4khRdk0vpLBWzGu41Fd7Rl
109,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,21425,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
110,"La Cintura (feat. Flo Rida & TINI) - Remix","Alvaro Soler",21394,https://open.spotify.com/track/56gH0zGe3SP9SGNoQ2pWwn
111,Believer,"Imagine Dragons",21322,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
112,"Amor (Ft. Mon Laferte) - MTV Unplugged","Los Auténticos Decadentes",21217,https://open.spotify.com/track/2fscHtYDKLd7xYRCTe3prP
113,Momentos,"Bryant Myers",20530,https://open.spotify.com/track/0FBMicpwUXmtUFP1M7RGfV
114,Downtown,Anitta,20124,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
115,"No Me Llores",Duki,20055,https://open.spotify.com/track/4DNzemGNnckcJSr8DVk8Uj
116,"God's Plan",Drake,19952,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
117,Abrázame,Cami,19617,https://open.spotify.com/track/1I8LCDxPanFo2hfv0oObPK
118,Perfect,"Ed Sheeran",19492,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
119,Dicen,"Matt Hunter",19471,https://open.spotify.com/track/4cfoVJxpHqUqTvBrG1RTyi
120,"Una Lady Como Tú","Manuel Turizo",19375,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF
121,"God is a woman","Ariana Grande",19329,https://open.spotify.com/track/7gkWXbAxIYuvtOpcN3p9GJ
122,"Todo El Amor (feat. Maluma & Wisin)","De La Ghetto",19059,https://open.spotify.com/track/4LQL3TMYtU7J8xBUhyjJxQ
123,Mamita,CNCO,18926,https://open.spotify.com/track/71GAvRsilpo9pqd0vYn8Mo
124,"Canción Bonita","Moral Distraida",18904,https://open.spotify.com/track/338KFbIhA3EXCcqUzCRDyn
125,"Serenata cruel","Villa Cariño",18881,https://open.spotify.com/track/152U4ecGSiYeKm2gnFc4wA
126,Tonta,"R.K.M & Ken-Y",18799,https://open.spotify.com/track/5ZjJT7BB8OoVjyRZRYGen8
127,"She Don't Give a Fo",Duki,18759,https://open.spotify.com/track/6S3yaMAF7jB4GfjXdYLsD0
128,"Déjate Llevar","Juan Magán",18227,https://open.spotify.com/track/4hXAdUl4nAnSPc9thzP2E2
129,"Diles (feat. Arcangel, Nengo Flow, Dj Luian & Mambo Kings)",Farruko,18145,https://open.spotify.com/track/2FrnTVSHjgnEylKGdHRUK1
130,"Darte Remix","Alex Rose",18116,https://open.spotify.com/track/6xqbec9MHRmW7qtEINAlRx
131,"Tu Peor Error",Darell,18091,https://open.spotify.com/track/31om1lcOHbL5Iyxt4g5Hnf
132,"Te Necesito","Anuel Aa",17909,https://open.spotify.com/track/5r6EpmKLqEfD7rz7mGuL66
133,"No Te Veo","Casper Magico",17810,https://open.spotify.com/track/1TQ4zPEwZ5AJ25DIIkXiMi
134,"To My Love - Tainy Remix","Bomba Estéreo",17400,https://open.spotify.com/track/5LciLoxa1gK70yIUeoHgRx
135,"Ahora Dice","Chris Jeday",17350,https://open.spotify.com/track/5LVoGJTyG6fLJgoGkY2QAZ
136,Moonlight,XXXTENTACION,17270,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
137,"Not Steady","Paloma Mami",17246,https://open.spotify.com/track/0OHaMkxPYFqFzds2SYOidC
138,"La Vida Sin Ti","Piso 21",17107,https://open.spotify.com/track/1RvL7eHoeUolnQbWm2Hnba
139,"La Última Tentación","Luis Jara",17065,https://open.spotify.com/track/0L0jz4UDyzqkxVFHZ8rVyt
140,"La Forma en Que Me Miras","Super Yei",17044,https://open.spotify.com/track/6t94PGXYAuo9GbJEnMpPcW
141,"Mi Gente","J Balvin",16981,https://open.spotify.com/track/7COfe3P7KgfwDwIRB8LIDw
142,"La Modelo",Ozuna,16960,https://open.spotify.com/track/2m2ZGfJcs3lHWNPzhWH3XH
143,Coolant,Farruko,16953,https://open.spotify.com/track/2fHOqQ9K6eY0wsbVZiYZPw
144,"La Incondicional","Luis Miguel",16909,https://open.spotify.com/track/6F9yAYUaNbUhdlQyt5uZ3b
145,Ven,Cami,16838,https://open.spotify.com/track/2L9WFjCUc09AdxAJJ3OdG0
146,"Solo (feat. Demi Lovato)","Clean Bandit",16812,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
147,"Olha A Explosão","MC Kevinho",16808,https://open.spotify.com/track/6Q4foUefrAyCt8VxJFML56
148,"Ella Y Yo - Featuring Don Omar",Aventura,16592,https://open.spotify.com/track/6G4U9avyBNEfP0fAIduev3
149,Besándote,"Piso 21",16173,https://open.spotify.com/track/43jclIPKJv9iFiYWVyWqsb
150,Usted,"Juan Magán",16171,https://open.spotify.com/track/79HTe42PihWUUq4BDjcuCq
151,"Miss Lonely - Dimelo Flow Remix",Sech,16098,https://open.spotify.com/track/3tRtlS9YUyYqVgqO3iM4bW
152,"Un Poco Más De Frío",Cami,15922,https://open.spotify.com/track/0QMFJjtAC1BCA9N7RlFrvt
153,"Quien Sabe","Natti Natasha",15901,https://open.spotify.com/track/5ZkPBld8QqfUkS6aJG40yj
154,"Que Tu Quieres","Jowell & Randy",15869,https://open.spotify.com/track/7MiDc0vsiLNcZ5dcLlA3ue
155,Bonita,"J Balvin",15847,https://open.spotify.com/track/0atfY1ew83Ql9nNnJiD2t5
156,"La llave (feat. Piso 21)","Pablo Alborán",15842,https://open.spotify.com/track/0nJUoF6tA031X6zvX9ee4R
157,"Felices los 4",Maluma,15729,https://open.spotify.com/track/1RouRzlg8OKFeqc6LvdxmB
158,Inolvidable,Farruko,15653,https://open.spotify.com/track/30R2SoOAsKJmaHzA7CGZdA
159,"Dime Si Te Acuerdas","Bad Bunny",15647,https://open.spotify.com/track/49VSioK272TASR4r9vRTuP
160,"Como Antes",Yandel,15578,https://open.spotify.com/track/5YzA563GXTuwQaRq24z1k5
161,"Quiero Volver",TINI,15553,https://open.spotify.com/track/1jcAZRfufvi67KWnwRmizE
162,"El Anillo","Jennifer Lopez",15529,https://open.spotify.com/track/2SpfMQ5TuKsMj1trNwrLVA
163,Sirena,"Cali Y El Dandee",15511,https://open.spotify.com/track/1juHIWqgFiDFAKuEBP24Lt
164,"Sin Querer Queriendo (feat. Mau y Ricky)",Lali,15477,https://open.spotify.com/track/5rUNrHC5b0oYanaw370Ncz
165,"Escápate Conmigo (feat. Ozuna, Bad Bunny, De La Ghetto, Arcángel, Noriel & Almighty) - Remix",Wisin,15358,https://open.spotify.com/track/5YY7ht3PCArlLjLbcTiAvh
166,"No Lie","Sean Paul",15190,https://open.spotify.com/track/48QmG1dfvMuYLxMPt7KSRA
167,"Pa Callar Tus Penas",Cami,15165,https://open.spotify.com/track/3S29OviwTGF2T4Goi1kbTk
168,"Persiana Americana","Soda Stereo",15095,https://open.spotify.com/track/7JZP7kQsuFFWOrtAI7uNiW
169,"La Realidad (Remix)",Pusho,15063,https://open.spotify.com/track/2PgsOTPkF25VJ9cZmUjSKE
170,Marinero,Maluma,15055,https://open.spotify.com/track/6x5LBP3nYXVdIDoomChGr3
171,"Hey DJ",CNCO,15037,https://open.spotify.com/track/1XgpK29CGGjZnxPYkiRbh4
172,"Perro Fiel (feat. Nicky Jam)",Shakira,14958,https://open.spotify.com/track/70lnL3QaSOIIyMa2X9aVRL
173,"Despacito (Featuring Daddy Yankee)","Luis Fonsi",14904,https://open.spotify.com/track/7CUYHcu0RnbOnMz4RuN07w
174,SUTRA,"Sebastian Yatra",14883,https://open.spotify.com/track/0lTYnxJdC68v0oXd5xolxY
175,"Bebe (feat. Anuel AA)",Ozuna,14831,https://open.spotify.com/track/6SIrNxmmdbv1KUbFBu1PaN
176,"Bum Bum Tam Tam","MC Fioti",14828,https://open.spotify.com/track/6k2900NjJeVqZM55G3Danu
177,Thunder,"Imagine Dragons",14806,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
178,"Ahora Te Puedes Marchar","Luis Miguel",14740,https://open.spotify.com/track/1uKjQoh8JZj9ryuYRhpd7E
179,"Be The One","Dua Lipa",14707,https://open.spotify.com/track/7FCfMXYTIiQ9b4hDYs4Iol
180,"Reggaetón Lento (Bailemos)",CNCO,14594,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo
181,FRIENDS,Marshmello,14547,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
182,changes,XXXTENTACION,14541,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
183,Havana,"Camila Cabello",14521,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
184,"Cuando Nadie Ve",Morat,14515,https://open.spotify.com/track/1Cxd4ZJJ9VOQQpNcpdcZEQ
185,Vete,Khea,14489,https://open.spotify.com/track/2rZB6indPhp8C5AZK1PpkS
186,"Como Le Digo",Khea,14488,https://open.spotify.com/track/2fxJDRmUMatqyZ6ZOQi7RD
187,"Amantes de una Noche","Natti Natasha",14441,https://open.spotify.com/track/2iCOdoyDmWG3hWkbtH1KB2
188,Amárrame,"Mon Laferte",14411,https://open.spotify.com/track/3EK4tGkSiO5xvvB5sM4tln
189,"Grandes pasos","Movimiento Original",14410,https://open.spotify.com/track/5PN6mXTkzE43DztEmAqsqj
190,Sobredosis,"Romeo Santos",14410,https://open.spotify.com/track/1WbXIpiGBJkCiv3hn40iPB
191,"Mi Mala - Remix","Mau y Ricky",14369,https://open.spotify.com/track/6kOHug1s9Nd5gsHrX8irs2
192,Pineapple,"Karol G",14339,https://open.spotify.com/track/2RXzzOxmBlffT81fjwBSVh
193,"Thinking Out Loud","Ed Sheeran",14330,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg
194,"Culpable O No - Miénteme Como Siempre","Luis Miguel",14240,https://open.spotify.com/track/7BwxbmYFy0l3ROHDjV2c14
195,"Más De La Mitad",Cami,14198,https://open.spotify.com/track/6K58QzAlX780MS0nv1kvT9
196,"I Feel It Coming","The Weeknd",14131,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt
197,"Jackie Chan",Tiësto,14076,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
198,22,"Mau y Ricky",13771,https://open.spotify.com/track/0ZrDGZ2g2nZXz4rjO3oKrl
199,Ahora,"J Balvin",13734,https://open.spotify.com/track/2yBWnRKj0Zx7AF1kufajvW
200,"Besos En Guerra",Morat,13632,https://open.spotify.com/track/5KgdtjmglXPjJNKvMvSjgo
